user,total_logons,unique_pcs,first_seen,last_seen,active_days,offhour_logons,weekend_logons
MJS0890,692,1,2010-01-04 09:04:00,2011-05-16 18:18:00,346,346,0
MKG0711,692,1,2010-01-04 07:40:00,2011-05-16 16:41:00,346,346,0
MKL0941,692,1,2010-01-04 07:05:00,2011-05-16 16:13:00,346,346,0
MKP0861,966,1,2010-01-04 07:35:00,2011-05-16 17:44:00,346,360,0
MKS0204,692,1,2010-01-04 07:08:00,2011-05-16 17:13:00,346,346,0
MKW0441,1026,8,2010-01-04 07:48:00,2011-05-16 17:11:00,347,177,2
MLD0755,956,1,2010-01-04 07:51:00,2011-05-16 17:09:00,346,156,0
MLG0475,692,1,2010-01-04 07:59:00,2011-05-16 18:01:00,346,340,0
MLL0598,692,1,2010-01-04 08:28:00,2011-05-16 18:26:00,346,346,0
MLM0950,1349,3,2010-01-03 07:13:00,2011-05-17 05:21:58,423,476,248
MLP0668,692,1,2010-01-04 07:57:00,2011-05-16 15:56:00,346,164,0
MMB0488,620,1,2010-01-04 08:10:00,2011-03-24 17:15:00,310,0,0
MMG0943,930,3,2010-01-04 07:00:00,2011-05-16 16:16:00,346,462,0
MNC0717,1170,3,2010-01-04 07:30:00,2011-05-16 16:54:00,346,369,0
MNR0829,692,1,2010-01-04 08:17:00,2011-05-16 19:26:00,346,346,0
MNS0224,2826,659,2010-01-04 07:29:00,2011-05-16 15:29:00,346,2150,0
MOH0273,802,1,2010-01-02 07:00:00,2011-05-16 17:15:00,401,401,106
MOP0763,692,1,2010-01-04 08:28:00,2011-05-16 16:36:00,346,0,0
MOS0047,1651,416,2010-01-04 00:18:05,2010-09-10 19:40:48,176,1143,0
MPM0220,2005,456,2010-01-04 03:15:35,2010-11-05 21:48:55,218,1416,3
MPT0376,1183,3,2010-01-04 07:55:00,2011-05-16 15:57:00,365,174,59
MSD0939,692,1,2010-01-04 07:05:00,2011-05-16 16:11:00,346,346,0
MSG0839,692,1,2010-01-04 08:21:00,2011-05-16 19:28:00,346,346,0
MSH0040,2100,540,2010-01-04 03:53:40,2011-01-06 21:27:45,255,1631,0
MSO0222,1900,490,2010-01-04 06:13:28,2010-12-10 20:22:04,239,1496,0
MSS0001,960,1,2010-01-04 07:57:00,2011-05-16 15:00:00,346,157,0
MSZ0310,692,1,2010-01-04 07:43:00,2011-05-16 15:50:00,346,346,0
MTB0620,972,1,2010-01-04 07:49:00,2011-05-16 17:11:00,346,158,0
MTT0901,78,1,2010-01-04 09:09:00,2010-02-11 18:21:00,29,29,0
MVB0515,1148,21,2010-01-04 08:54:00,2011-05-16 16:46:00,346,0,0
MVF0594,692,1,2010-01-04 08:17:00,2011-05-16 18:26:00,346,346,0
MVH0373,494,165,2010-01-04 00:12:17,2010-04-06 16:28:00,66,313,0
MYD0978,510,1,2010-01-04 07:50:00,2010-12-30 18:00:00,252,287,2
NAB0801,692,1,2010-01-04 08:03:00,2011-05-16 17:13:00,346,0,0
NAB0903,692,1,2010-01-04 09:08:00,2011-05-16 18:12:00,346,346,0
NAF0033,688,1,2010-01-04 07:31:00,2011-05-12 15:51:00,344,344,0
NAF0326,1599,48,2010-01-03 07:41:00,2011-05-16 15:37:00,458,516,365
NAH0503,930,2,2010-01-02 08:13:00,2011-05-16 17:28:00,404,62,107
NAR0981,692,1,2010-01-04 07:30:00,2011-05-16 17:41:00,346,358,0
NBC0412,698,4,2010-01-04 07:59:00,2011-05-16 18:09:00,346,337,0
NBH0256,692,1,2010-01-04 07:32:00,2011-05-16 16:43:00,346,346,0
NCE0097,692,1,2010-01-04 07:14:00,2011-05-16 17:12:00,346,346,0
NCH0179,692,1,2010-01-04 07:10:00,2011-05-16 18:01:00,346,692,0
NCK0295,692,1,2010-01-04 08:57:00,2011-05-16 17:55:00,346,184,0
NCK0421,692,1,2010-01-04 07:55:00,2011-05-16 17:58:00,346,352,0
NCO0666,972,2,2010-01-04 07:56:00,2011-05-16 16:04:00,346,157,0
NDM0417,1161,2,2010-01-04 07:53:00,2011-05-16 17:56:00,346,372,0
NGC0058,984,36,2010-01-03 07:57:00,2011-05-16 19:02:00,428,668,202
NGF0157,1261,2,2010-01-02 06:49:00,2011-05-16 17:00:00,410,497,164
NGO0690,968,1,2010-01-04 08:53:00,2011-05-16 18:57:00,346,346,0
NHE0919,958,1,2010-01-04 08:19:00,2011-05-16 19:24:00,346,346,0
NHH0185,710,10,2010-01-04 07:15:00,2011-05-16 18:15:00,346,704,0
NIH0969,974,2,2010-01-04 07:03:00,2011-05-16 16:15:00,346,347,0
NJB0243,752,2,2010-01-04 07:55:00,2011-05-16 16:59:00,346,157,0
NJC0705,692,1,2010-01-04 07:30:00,2011-05-16 16:45:00,346,346,0
NKH0807,692,1,2010-01-04 08:24:00,2011-05-16 20:28:00,346,346,0
NKH0979,1163,3,2010-01-04 07:18:00,2011-05-16 15:27:00,346,415,0
NKP0236,710,1,2010-01-04 07:52:00,2011-05-16 17:58:00,346,395,0
NLO0131,692,1,2010-01-04 08:58:00,2011-05-16 18:05:00,346,184,0
NMB0972,692,1,2010-01-04 07:00:00,2011-05-16 16:11:00,346,346,0
NMC0486,692,1,2010-01-04 08:08:00,2011-05-16 17:29:00,346,0,0
NMF0780,692,1,2010-01-04 08:18:00,2011-05-16 16:26:00,346,0,0
NMG0766,692,1,2010-01-04 08:29:00,2011-05-16 16:27:00,346,0,0
NMS0280,908,19,2010-01-03 09:11:00,2011-05-16 18:13:00,436,449,178
NNA0610,692,1,2010-01-04 07:51:00,2011-05-16 16:57:00,346,168,0
NNS0059,692,1,2010-01-04 07:59:00,2011-05-16 18:53:00,346,508,0
NOB0181,1531,3,2010-01-02 07:08:00,2011-05-16 18:10:00,476,998,390
NRD0548,612,1,2010-01-04 07:58:00,2011-03-18 18:02:00,306,313,0
NRF0137,692,1,2010-01-04 08:49:00,2011-05-16 18:00:00,346,346,0
NRO0768,644,1,2010-01-04 08:19:00,2011-04-11 16:25:00,322,0,0
NSC0597,726,3,2010-01-04 08:22:00,2011-05-16 18:16:00,346,358,0
NSS0876,692,1,2010-01-04 07:33:00,2011-05-16 17:38:00,346,353,0
NUL0471,958,1,2010-01-04 07:48:00,2011-05-16 17:57:00,346,369,0
NWK0215,1356,1,2010-01-02 07:33:00,2011-05-16 15:45:00,450,556,294
NWT0098,638,1,2010-01-04 07:07:00,2011-04-06 17:17:00,319,319,0
OBH0499,1469,2,2010-01-03 08:03:00,2011-05-16 17:09:00,435,72,280
OCB0805,692,1,2010-01-04 08:11:00,2011-05-16 17:10:00,346,0,0
OCS0865,1005,2,2010-01-04 07:40:00,2011-05-16 17:50:00,346,360,0
OHC0973,692,1,2010-01-04 07:08:00,2011-05-16 16:15:00,346,346,0
OJK0233,692,1,2010-01-04 07:52:00,2011-05-16 18:59:00,346,508,0
OKB0439,692,1,2010-01-04 07:49:00,2011-05-16 16:59:00,346,166,0
OKC0107,692,1,2010-01-04 09:03:00,2011-05-16 18:14:00,346,346,0
OLB0749,196,1,2010-01-04 07:55:00,2010-05-20 16:56:00,98,54,0
OLF0504,692,1,2010-01-04 08:15:00,2011-05-16 17:15:00,346,0,0
OLW0689,959,1,2010-01-04 08:53:00,2011-05-16 18:56:00,346,346,0
OMM0944,692,1,2010-01-04 07:13:00,2011-05-16 16:25:00,346,346,0
OMS0101,692,1,2010-01-04 07:11:00,2011-05-16 17:29:00,346,346,0
ONL0276,692,1,2010-01-04 07:08:00,2011-05-16 17:30:00,346,346,0
ONW0083,692,1,2010-01-04 07:52:00,2011-05-16 17:09:00,346,157,0
OQH0183,692,1,2010-01-04 07:12:00,2011-05-16 18:14:00,346,692,0
ORB0473,692,1,2010-01-04 07:53:00,2011-05-16 17:59:00,346,399,0
ORG0339,692,1,2010-01-04 07:08:00,2011-05-16 18:14:00,346,692,0
ORM0669,870,2,2010-01-04 07:49:00,2011-05-16 15:59:00,346,176,0
OSH0655,692,1,2010-01-04 09:02:00,2011-05-16 21:17:00,346,346,0
OYM0026,754,3,2010-01-04 09:00:00,2011-05-16 18:10:00,346,355,0
PAD0773,1119,3,2010-01-04 08:30:00,2011-05-16 16:20:00,346,0,0
PBP0002,692,1,2010-01-04 07:59:00,2011-05-16 15:03:00,346,151,0
PDH0716,1024,3,2010-01-04 07:40:00,2011-05-16 17:00:00,346,354,0
PDW0259,1039,40,2010-01-04 07:33:00,2011-05-16 16:38:00,346,379,0
PES0085,960,1,2010-01-04 07:32:00,2011-05-16 16:41:00,346,346,0
PEV0323,1100,3,2010-01-04 07:38:00,2011-05-16 15:51:00,354,453,14
PGC0066,692,1,2010-01-04 07:58:00,2011-05-16 18:09:00,346,353,0
PGH0184,635,1,2010-01-04 07:01:00,2010-11-24 18:19:00,229,458,0
PGO0433,692,1,2010-01-04 07:53:00,2011-05-16 16:56:00,346,164,0
PID0426,902,19,2010-01-04 07:59:00,2011-05-16 16:59:00,355,321,15
PIS0522,1123,3,2010-01-04 08:57:00,2011-05-16 16:54:00,346,0,0
PKB0281,692,1,2010-01-04 09:10:00,2011-05-16 18:09:00,346,346,0
PKB0429,692,1,2010-01-04 07:49:00,2011-05-16 16:59:00,346,157,0
PLH0715,692,1,2010-01-04 07:42:00,2011-05-16 16:45:00,346,346,0
PLH0862,692,1,2010-01-04 07:41:00,2011-05-16 17:44:00,346,357,0
PMC0328,967,1,2010-01-04 07:10:00,2011-05-16 18:12:00,346,692,0
PMJ0564,1211,2,2010-01-04 08:56:00,2011-05-16 17:50:00,347,239,2
PMV0850,1077,3,2010-01-04 08:15:00,2011-05-16 19:39:00,346,428,0
PNH0761,870,3,2010-01-04 08:18:00,2011-05-16 16:30:00,353,102,11
PNL0301,312,1,2010-01-04 08:50:00,2010-08-12 18:06:00,156,101,0
POB0343,692,1,2010-01-04 07:00:00,2011-05-16 18:08:00,346,692,0
PPF0435,588,1,2010-01-04 07:57:00,2011-02-24 16:55:00,290,147,0
PRM0740,692,1,2010-01-04 07:51:00,2011-05-16 16:58:00,346,158,0
PSF0133,380,1,2010-01-04 08:48:00,2010-09-30 18:00:00,190,113,0
PTH0552,957,1,2010-01-04 07:49:00,2011-05-16 18:04:00,346,334,0
PTH0830,850,1,2010-01-03 08:29:00,2011-05-16 19:41:00,425,425,148
QCH0110,610,1,2010-01-04 09:12:00,2011-03-17 18:30:00,305,305,0
QJR0688,966,5,2010-01-04 08:54:00,2011-05-16 18:54:00,360,404,40
QNF0205,692,1,2010-01-04 07:13:00,2011-05-16 17:13:00,346,346,0
QNP0216,2814,639,2010-01-04 00:33:45,2011-05-16 23:49:58,346,2147,0
QOS0878,406,9,2010-01-03 07:41:00,2010-05-06 17:35:00,113,126,88
QPM0727,692,1,2010-01-04 07:46:00,2011-05-16 17:12:00,346,154,0
QRM0739,730,3,2010-01-04 07:48:00,2011-05-16 17:12:00,346,146,0
QSV0778,692,1,2010-01-04 08:16:00,2011-05-16 16:43:00,346,0,0
RAB0589,707,9,2010-01-04 08:20:00,2010-10-08 18:30:00,197,214,2
RAG0275,692,1,2010-01-04 07:02:00,2011-05-16 17:20:00,346,346,0
RAH0440,692,1,2010-01-04 07:47:00,2011-05-16 16:59:00,346,156,0
RAM0447,1255,1,2010-01-03 07:48:00,2011-05-16 17:47:00,449,447,276
RAR0725,342,1,2010-01-04 07:33:00,2010-09-02 16:42:00,171,171,0
RAS0432,949,1,2010-01-04 07:59:00,2011-05-16 17:00:00,346,163,0
RAW0915,1203,28,2010-01-02 08:22:00,2011-05-16 19:30:00,404,437,147
RBB0485,692,1,2010-01-04 08:10:00,2011-05-16 17:15:00,346,0,0
RCC0617,692,1,2010-01-04 07:46:00,2011-05-16 17:00:00,346,141,0
RCP0785,692,1,2010-01-04 08:26:00,2011-05-16 16:26:00,346,0,0
RDM0115,692,1,2010-01-04 07:19:00,2011-05-16 16:35:00,346,346,0
RDM0150,692,1,2010-01-04 08:25:00,2011-05-16 16:29:00,346,0,0
RDT0424,1108,3,2010-01-04 07:47:00,2011-05-16 17:59:00,346,405,0
RFP0380,692,1,2010-01-04 07:54:00,2011-05-16 15:58:00,346,156,0
RGG0064,627,1,2010-01-04 07:15:00,2010-11-15 15:29:00,222,230,0
RGH0728,562,1,2010-01-04 07:47:00,2011-02-11 17:14:00,281,135,0
RGN0408,691,1,2010-01-04 07:57:00,2011-05-16 17:50:00,346,354,0
RHC0335,692,1,2010-01-04 07:03:00,2011-05-16 18:30:00,346,692,0
RHL0992,504,4,2010-01-04 09:01:00,2010-09-10 21:15:00,176,182,0
RHO0732,1358,3,2010-01-04 08:00:00,2011-05-16 17:05:00,354,317,11
RHP0484,1030,3,2010-01-04 08:04:00,2011-05-16 17:30:00,346,0,0
RHY0079,716,2,2010-01-04 09:15:00,2011-05-16 18:08:00,346,350,0
RIH0777,692,1,2010-01-04 08:29:00,2011-05-16 16:28:00,346,0,0
RJB0088,692,1,2010-01-04 07:33:00,2011-05-16 16:44:00,346,346,0
RJM0381,728,3,2010-01-04 07:58:00,2011-05-16 16:04:00,346,155,0
RKD0604,308,1,2010-01-04 07:49:00,2010-08-04 17:01:00,151,89,1
RKF0164,670,1,2010-01-04 07:07:00,2011-04-29 16:21:00,335,335,0
RLB0719,728,1,2010-01-04 07:30:00,2011-05-16 16:58:00,348,382,3
RLG0856,1021,1,2010-01-04 07:33:00,2011-05-16 17:57:00,349,399,5
RMS0266,692,1,2010-01-04 07:27:00,2011-05-16 15:33:00,346,346,0
RMW0542,322,1,2010-01-04 07:56:00,2010-08-19 18:02:00,161,171,0
RNF0765,692,1,2010-01-04 08:24:00,2011-05-16 16:31:00,346,0,0
RNL0695,960,1,2010-01-04 08:46:00,2011-05-16 19:12:00,346,346,0
RNP0211,971,1,2010-01-04 07:32:00,2011-05-16 15:41:00,346,346,0
ROB0272,691,1,2010-01-04 07:02:00,2011-05-16 17:14:00,346,345,0
RRA0938,954,1,2010-01-04 07:00:00,2011-05-16 16:11:00,346,346,0
RRC0553,212,2,2010-01-02 07:46:00,2010-04-01 18:11:00,76,90,35
RRP0568,1017,2,2010-01-04 08:59:00,2011-05-16 18:00:00,346,346,0
RSC0089,1350,27,2010-01-04 07:45:00,2011-05-16 16:42:00,373,510,66
RSM0277,1205,3,2010-01-04 07:14:00,2011-05-16 17:16:00,346,410,0
RTO0313,1167,2,2010-01-04 07:35:00,2011-05-16 15:46:00,355,483,14
RUM0880,1053,2,2010-01-04 07:45:00,2011-05-16 17:45:00,350,423,8
RVC0232,692,1,2010-01-04 07:59:00,2011-05-16 19:14:00,346,503,0
RVF0201,1001,2,2010-01-04 07:09:00,2011-05-16 17:16:00,346,352,0
RYB0718,692,1,2010-01-04 07:36:00,2011-05-16 16:42:00,346,346,0
RZC0746,1453,10,2010-01-02 07:52:00,2011-05-16 17:03:00,480,222,374
SAA0999,985,2,2010-01-04 08:05:00,2011-05-16 19:23:00,346,346,0
SAB0781,968,1,2010-01-04 08:21:00,2011-05-16 16:28:00,346,0,0
SAC0592,960,1,2010-01-04 08:19:00,2011-05-16 18:29:00,346,346,0
SAC0687,692,1,2010-01-04 08:55:00,2011-05-16 19:09:00,346,346,0
SAH0599,692,1,2010-01-04 08:28:00,2011-05-16 18:24:00,346,346,0
SAK0375,2828,629,2010-01-04 03:30:53,2011-05-16 20:34:43,346,1812,0
SAP0867,292,1,2010-01-04 07:38:00,2010-07-29 17:40:00,146,153,0
SAT0194,692,1,2010-01-04 08:11:00,2011-05-16 18:05:00,346,346,0
SBD0913,692,1,2010-01-04 07:10:00,2011-05-16 16:11:00,346,346,0
SBH0537,1080,1,2010-01-04 08:55:00,2011-05-16 17:58:00,386,210,85
SBK0161,1150,3,2010-01-04 08:38:00,2011-05-16 18:37:00,346,436,0
SBN0495,692,1,2010-01-04 08:02:00,2011-05-16 17:11:00,346,0,0
SBN0866,744,1,2010-01-04 07:44:00,2011-05-16 17:45:00,348,414,3
SBN0971,898,1,2010-01-03 07:07:00,2011-05-16 16:11:00,449,449,188
SBQ0786,692,1,2010-01-04 08:05:00,2011-05-16 17:27:00,346,0,0
SCB0534,692,1,2010-01-04 08:59:00,2011-05-16 16:57:00,346,0,0
SCF0608,692,1,2010-01-04 07:50:00,2011-05-16 16:57:00,346,165,0
SCP0130,918,2,2010-01-04 09:00:00,2011-05-16 17:55:00,346,185,0
SDB0106,1120,3,2010-01-04 09:12:00,2011-05-16 18:15:00,346,389,0
SDF0017,692,1,2010-01-04 07:49:00,2011-05-16 18:03:00,346,376,0
SDO0170,953,1,2010-01-04 07:34:00,2011-05-16 15:51:00,346,346,0
SED0886,1172,2,2010-01-04 09:10:00,2011-05-16 18:08:00,350,403,6
SEJ0677,352,1,2010-01-04 07:48:00,2010-09-10 15:59:00,176,78,0
SER0165,692,1,2010-01-04 07:28:00,2011-05-16 18:23:00,346,692,0
SES0477,968,1,2010-01-04 08:07:00,2011-05-16 17:11:00,346,0,0
SGB0140,1189,3,2010-01-04 08:57:00,2011-05-16 18:05:00,346,254,0
SGG0787,948,1,2010-01-04 08:21:00,2011-05-16 20:33:00,346,346,0
SGM0021,971,1,2010-01-04 07:15:00,2011-05-16 15:23:00,346,346,0
SGS0268,692,1,2010-01-04 07:02:00,2011-05-16 17:14:00,346,346,0
SHR0334,692,1,2010-01-04 07:10:00,2011-05-16 18:13:00,346,692,0
SHW0578,692,1,2010-01-04 08:21:00,2011-05-16 18:42:00,346,346,0
SIJ0661,692,1,2010-01-04 07:58:00,2011-05-16 15:51:00,346,154,0
SJC0333,914,2,2010-01-04 07:06:00,2011-05-16 18:13:00,346,728,0
SJF0094,692,1,2010-01-04 07:15:00,2011-05-16 15:28:00,346,346,0
SJO0209,1227,3,2010-01-04 07:31:00,2011-05-16 15:43:00,353,387,0
SJW0451,692,1,2010-01-04 07:49:00,2011-05-16 18:06:00,346,366,0
SKG0759,692,1,2010-01-04 08:15:00,2011-05-16 16:20:00,346,0,0
SLB0049,692,1,2010-01-04 08:30:00,2011-05-16 17:32:00,346,0,0
SLP0762,692,1,2010-01-04 08:27:00,2011-05-16 16:43:00,346,0,0
SLT0907,346,1,2010-01-04 09:00:00,2010-09-07 18:13:00,173,173,0
SMB0804,692,1,2010-01-04 08:04:00,2011-05-16 17:25:00,346,0,0
SMH0291,1541,3,2010-01-02 08:55:00,2011-05-16 18:05:00,480,268,402
SMW0084,692,1,2010-01-04 07:50:00,2011-05-16 17:01:00,346,159,0
SMY0792,1102,20,2010-01-04 08:14:00,2011-05-16 17:13:00,346,0,0
SNC0187,600,1,2010-01-04 07:11:00,2011-03-10 18:24:00,300,600,0
SNS0129,692,1,2010-01-04 07:04:00,2011-05-16 16:05:00,346,346,0
SOB0360,1780,479,2010-01-04 08:15:00,2010-11-19 23:01:58,226,1138,0
SOB0586,692,1,2010-01-04 08:30:00,2011-05-16 18:37:00,346,346,0
SOF0808,692,1,2010-01-04 08:21:00,2011-05-16 20:42:00,346,346,0
SOG0411,692,1,2010-01-04 07:50:00,2011-05-16 18:08:00,346,345,0
SPA0141,1102,1,2010-01-04 07:06:00,2011-05-16 17:16:00,355,482,14
SRH0155,1212,3,2010-01-04 06:53:00,2011-05-16 16:56:00,365,443,45
SRS0231,692,1,2010-01-04 07:56:00,2011-05-16 19:10:00,346,517,0
SSG0250,972,1,2010-01-04 07:51:00,2011-05-16 16:57:00,346,156,0
SSH0799,1209,3,2010-01-04 08:05:00,2011-05-16 17:03:00,346,0,0
SSJ0784,1453,1,2010-01-02 08:24:00,2011-05-16 16:34:00,460,181,326
SSR0278,392,1,2010-01-04 09:14:00,2010-10-08 18:09:00,196,196,0
SSS0345,692,1,2010-01-04 07:14:00,2011-05-16 18:22:00,346,692,0
SVL0803,692,1,2010-01-04 08:00:00,2011-05-16 17:21:00,346,0,0
SVL0940,692,1,2010-01-04 07:04:00,2011-05-16 16:14:00,346,346,0
SVS0871,1208,3,2010-01-04 07:45:00,2011-05-16 17:57:00,346,378,0
SXM0895,692,1,2010-01-04 09:13:00,2011-05-16 18:14:00,346,346,0
TAC0300,692,1,2010-01-04 08:56:00,2011-05-16 18:03:00,346,220,0
TAP0551,664,3,2010-01-04 07:52:00,2010-11-18 18:12:00,226,258,2
TBT0461,692,1,2010-01-04 07:50:00,2011-05-16 18:12:00,346,385,0
TCD0009,692,1,2010-01-04 08:23:00,2011-05-16 17:35:00,346,0,0
TDG0962,1220,2,2010-01-04 07:01:00,2011-05-16 16:11:00,346,365,0
TDJ0998,968,1,2010-01-04 08:04:00,2011-05-16 19:28:00,346,346,0
TDS0984,1323,39,2010-01-03 07:45:00,2011-05-16 17:42:00,430,463,252
TEB0251,1004,2,2010-01-04 07:56:00,2011-05-16 17:00:00,346,148,0
TEM0093,494,1,2010-01-04 07:20:00,2010-12-22 15:33:00,247,247,0
TEM0977,692,1,2010-01-04 07:59:00,2011-05-16 17:58:00,346,345,0
TET0621,938,3,2010-01-04 07:54:00,2011-05-16 16:56:00,346,164,0
THD0448,692,1,2010-01-04 07:51:00,2011-05-16 17:56:00,346,351,0
THR0873,740,2,2010-01-04 07:44:00,2011-05-16 17:45:00,347,395,2
TIW0299,692,1,2010-01-04 08:48:00,2011-05-16 17:51:00,346,182,0
TJB0302,692,1,2010-01-04 08:56:00,2011-05-16 18:15:00,346,261,0
TJD0996,692,1,2010-01-04 08:00:00,2011-05-16 19:08:00,346,346,0
TJG0582,692,1,2010-01-04 08:19:00,2011-05-16 18:30:00,346,346,0
TLH0648,692,1,2010-01-04 09:14:00,2011-05-16 21:12:00,346,346,0
TLK0993,692,1,2010-01-04 09:13:00,2011-05-16 21:12:00,346,346,0
TLM0797,692,1,2010-01-04 08:08:00,2011-05-16 17:13:00,346,0,0
TMA0069,692,1,2010-01-04 07:57:00,2011-05-16 18:04:00,346,372,0
TNM0961,772,3,2010-01-04 07:04:00,2010-12-13 16:22:00,240,290,0
TOR0193,1007,3,2010-01-04 08:04:00,2011-05-16 18:16:00,346,353,0
TPH0474,692,1,2010-01-04 07:53:00,2011-05-16 17:56:00,346,379,0
TQS0212,704,7,2010-01-04 07:45:00,2011-05-16 15:44:00,346,352,0
TRK0914,691,1,2010-01-04 08:24:00,2011-05-16 19:26:00,346,346,0
TSB0437,692,1,2010-01-04 07:50:00,2011-05-16 17:00:00,346,163,0
TSG0906,954,1,2010-01-04 09:05:00,2011-05-16 18:10:00,346,346,0
TSM0363,2794,624,2010-01-04 00:33:17,2011-05-16 20:00:22,346,1814,0
TSM0927,692,1,2010-01-04 08:30:00,2011-05-16 19:28:00,346,346,0
TSR0676,965,1,2010-01-04 07:57:00,2011-05-16 16:07:00,346,159,0
TTD1000,692,1,2010-01-04 08:05:00,2011-05-16 19:11:00,346,346,0
TUC0632,692,1,2010-01-04 09:09:00,2011-05-16 21:15:00,346,346,0
TVS0006,996,3,2010-01-04 08:31:00,2011-05-16 15:43:00,346,0,0
TVS0050,1339,3,2010-01-04 07:04:00,2011-05-16 15:14:00,357,553,18
TYB0779,962,1,2010-01-04 08:27:00,2011-05-16 16:23:00,346,0,0
UAD0771,1014,2,2010-01-04 08:25:00,2011-05-16 16:28:00,346,0,0
UBF0645,692,1,2010-01-04 09:02:00,2011-05-16 21:29:00,346,346,0
UCH0519,558,1,2010-01-04 08:59:00,2011-02-09 16:57:00,279,0,0
UCS0227,692,1,2010-01-04 07:46:00,2011-05-16 18:57:00,346,510,0
UFK0208,1140,2,2010-01-04 07:35:00,2011-05-16 15:39:00,346,361,0
UIR0043,2860,631,2010-01-04 00:39:45,2011-05-16 22:30:38,346,2195,0
UJC0737,692,1,2010-01-04 07:48:00,2011-05-16 16:46:00,346,156,0
USH0199,698,4,2010-01-04 07:18:00,2011-05-16 15:27:00,346,351,0
VAA0087,1108,3,2010-01-04 07:45:00,2011-05-16 16:43:00,346,365,0
VCC0396,1138,2,2010-01-04 07:51:00,2011-05-16 18:58:00,351,607,8
VCY0751,966,1,2010-01-04 07:55:00,2011-05-16 16:51:00,346,174,0
VEB0935,692,1,2010-01-04 07:07:00,2011-05-16 16:19:00,346,346,0
VFM0814,767,2,2010-01-04 08:15:00,2010-12-13 20:29:00,240,250,0
VIA0063,692,1,2010-01-04 07:46:00,2011-05-16 17:57:00,346,378,0
VLB0647,692,1,2010-01-04 09:10:00,2011-05-16 21:13:00,346,346,0
VMJ0147,692,1,2010-01-04 08:28:00,2011-05-16 18:28:00,346,346,0
VMJ0546,962,1,2010-01-04 08:00:00,2011-05-16 17:57:00,346,354,0
VSA0230,905,3,2010-01-04 07:55:00,2011-03-04 18:58:00,296,477,0
VSS0154,427,1,2010-01-04 08:22:00,2010-11-03 18:30:00,214,214,0
VTT0385,758,32,2010-01-04 07:56:00,2011-05-16 15:54:00,346,174,0
WAB0143,508,1,2010-01-04 07:11:00,2011-01-05 17:12:00,254,254,0
WAS0254,963,1,2010-01-04 07:34:00,2011-05-16 16:45:00,346,346,0
WBC0192,1034,3,2010-01-04 07:01:00,2011-05-16 17:11:00,346,372,0
WBC0315,692,1,2010-01-04 07:32:00,2011-05-16 15:42:00,346,346,0
WDD0366,2669,570,2010-01-04 08:12:00,2011-03-22 16:24:00,308,1548,0
WDO0870,876,21,2010-01-04 07:39:00,2011-05-16 17:44:00,353,510,10
WDV0573,982,3,2010-01-04 08:23:00,2011-05-16 18:44:00,353,533,13
WGR0833,692,1,2010-01-04 08:22:00,2011-05-16 19:29:00,346,346,0
WGS0516,692,1,2010-01-04 08:56:00,2011-05-16 17:08:00,346,0,0
WIF0691,972,2,2010-01-04 08:58:00,2011-05-16 18:57:00,346,357,0
WIQ0567,1240,1,2010-01-03 08:48:00,2011-05-16 18:07:00,442,276,267
WJD0576,692,1,2010-01-04 08:21:00,2011-05-16 18:23:00,346,346,0
WKD0013,814,3,2010-01-04 09:03:00,2011-05-16 18:18:00,354,436,12
WKF0012,692,1,2010-01-04 07:39:00,2011-05-16 17:43:00,346,356,0
WLV0566,692,1,2010-01-04 08:54:00,2011-05-16 17:56:00,346,189,0
WNB0908,954,1,2010-01-04 09:05:00,2011-05-16 18:12:00,346,346,0
WPE0538,692,1,2010-01-04 08:16:00,2011-05-16 18:21:00,346,346,0
WPR0368,3470,720,2010-01-02 08:13:00,2011-05-16 21:45:28,427,2125,650
WRM0963,509,3,2010-01-04 07:13:00,2010-09-08 16:24:00,174,184,0
WSR0241,842,30,2010-01-04 08:00:00,2011-05-16 17:53:00,346,364,0
WTF0387,692,1,2010-01-04 08:00:00,2011-05-16 16:13:00,346,154,0
WTR0563,692,1,2010-01-04 08:45:00,2011-05-16 17:58:00,346,233,0
WVB0539,692,1,2010-01-04 07:50:00,2011-05-16 16:52:00,346,155,0
WXH0872,950,3,2010-01-04 07:33:00,2011-05-16 17:38:00,347,408,1
XAA0104,967,1,2010-01-04 07:03:00,2011-05-16 17:13:00,346,346,0
XBN0229,692,1,2010-01-04 07:45:00,2011-05-16 19:13:00,346,512,0
XHG0902,692,1,2010-01-04 09:08:00,2011-05-16 18:09:00,346,346,0
XHW0498,390,1,2010-01-04 08:13:00,2010-10-07 17:16:00,195,0,0
XLB0710,692,1,2010-01-04 07:37:00,2011-05-16 16:41:00,346,346,0
XRS0633,958,1,2010-01-04 09:10:00,2011-05-16 21:14:00,346,346,0
XWD0923,688,1,2010-01-04 08:20:00,2010-12-29 19:28:00,250,250,0
YCE0983,692,1,2010-01-04 07:33:00,2011-05-16 17:35:00,346,361,0
YDN0198,976,2,2010-01-04 07:19:00,2011-05-16 15:41:00,346,348,0
YEV0793,692,1,2010-01-04 08:01:00,2011-05-16 17:11:00,346,0,0
YIC0195,1174,3,2010-01-02 08:07:00,2011-02-04 18:15:00,352,375,233
YJF0532,1150,3,2010-01-04 08:51:00,2011-05-16 16:54:00,346,0,0
YJV0699,692,1,2010-01-04 07:36:00,2011-05-16 16:48:00,346,346,0
